,Compound,Date,Negative,Nuetral,Postitive,Target,Tweet Ago
289,0.4767,Mon Mar 26 22:41:27 +0000 2018,0.0,0.866,0.134,@CNN,89
290,0.4939,Mon Mar 26 22:40:57 +0000 2018,0.0,0.789,0.211,@CNN,90
291,0.0,Mon Mar 26 22:32:24 +0000 2018,0.0,1.0,0.0,@CNN,91
292,0.5994,Mon Mar 26 22:31:16 +0000 2018,0.0,0.811,0.189,@CNN,92
293,-0.296,Mon Mar 26 22:30:12 +0000 2018,0.155,0.845,0.0,@CNN,93
294,-0.2617,Mon Mar 26 22:22:31 +0000 2018,0.102,0.898,0.0,@CNN,94
295,0.0,Mon Mar 26 22:15:06 +0000 2018,0.0,1.0,0.0,@CNN,95
296,-0.3612,Mon Mar 26 22:14:02 +0000 2018,0.135,0.865,0.0,@CNN,96
297,-0.4215,Mon Mar 26 22:11:05 +0000 2018,0.203,0.797,0.0,@CNN,97
298,-0.2263,Mon Mar 26 22:05:42 +0000 2018,0.192,0.808,0.0,@CNN,98
299,-0.3612,Mon Mar 26 22:04:14 +0000 2018,0.116,0.884,0.0,@CNN,99
300,0.2023,Mon Mar 26 23:47:52 +0000 2018,0.0,0.904,0.096,@FoxNews,0
301,-0.4019,Mon Mar 26 23:41:55 +0000 2018,0.119,0.881,0.0,@FoxNews,1
302,-0.5267,Mon Mar 26 23:24:30 +0000 2018,0.206,0.794,0.0,@FoxNews,2
303,-0.3182,Mon Mar 26 23:17:19 +0000 2018,0.179,0.699,0.122,@FoxNews,3
304,-0.6486,Mon Mar 26 23:09:14 +0000 2018,0.281,0.719,0.0,@FoxNews,4
305,-0.3612,Mon Mar 26 22:56:05 +0000 2018,0.161,0.839,0.0,@FoxNews,5
306,0.3818,Mon Mar 26 22:50:01 +0000 2018,0.0,0.843,0.157,@FoxNews,6
307,0.4939,Mon Mar 26 22:42:00 +0000 2018,0.0,0.849,0.151,@FoxNews,7
308,-0.4767,Mon Mar 26 22:34:00 +0000 2018,0.237,0.763,0.0,@FoxNews,8
309,0.0,Mon Mar 26 22:26:04 +0000 2018,0.0,1.0,0.0,@FoxNews,9
310,-0.4019,Mon Mar 26 22:11:00 +0000 2018,0.195,0.703,0.103,@FoxNews,10
311,-0.5267,Mon Mar 26 22:02:00 +0000 2018,0.195,0.805,0.0,@FoxNews,11
312,0.771,Mon Mar 26 22:00:01 +0000 2018,0.0,0.642,0.358,@FoxNews,12
313,-0.8442,Mon Mar 26 21:55:00 +0000 2018,0.406,0.531,0.063,@FoxNews,13
314,0.0,Mon Mar 26 21:53:20 +0000 2018,0.0,1.0,0.0,@FoxNews,14
315,0.4323,Mon Mar 26 21:52:45 +0000 2018,0.113,0.651,0.237,@FoxNews,15
316,-0.3818,Mon Mar 26 21:44:29 +0000 2018,0.14,0.86,0.0,@FoxNews,16
317,-0.6808,Mon Mar 26 21:31:45 +0000 2018,0.237,0.763,0.0,@FoxNews,17
318,-0.4939,Mon Mar 26 21:26:51 +0000 2018,0.198,0.802,0.0,@FoxNews,18
319,0.0,Mon Mar 26 21:18:00 +0000 2018,0.0,1.0,0.0,@FoxNews,19
320,0.2023,Mon Mar 26 23:47:52 +0000 2018,0.0,0.904,0.096,@FoxNews,20
321,-0.4019,Mon Mar 26 23:41:55 +0000 2018,0.119,0.881,0.0,@FoxNews,21
322,-0.5267,Mon Mar 26 23:24:30 +0000 2018,0.206,0.794,0.0,@FoxNews,22
323,-0.3182,Mon Mar 26 23:17:19 +0000 2018,0.179,0.699,0.122,@FoxNews,23
324,-0.6486,Mon Mar 26 23:09:14 +0000 2018,0.281,0.719,0.0,@FoxNews,24
325,-0.3612,Mon Mar 26 22:56:05 +0000 2018,0.161,0.839,0.0,@FoxNews,25
326,0.3818,Mon Mar 26 22:50:01 +0000 2018,0.0,0.843,0.157,@FoxNews,26
327,0.4939,Mon Mar 26 22:42:00 +0000 2018,0.0,0.849,0.151,@FoxNews,27
328,-0.4767,Mon Mar 26 22:34:00 +0000 2018,0.237,0.763,0.0,@FoxNews,28
329,0.0,Mon Mar 26 22:26:04 +0000 2018,0.0,1.0,0.0,@FoxNews,29
330,-0.4019,Mon Mar 26 22:11:00 +0000 2018,0.195,0.703,0.103,@FoxNews,30
331,-0.5267,Mon Mar 26 22:02:00 +0000 2018,0.195,0.805,0.0,@FoxNews,31
332,0.771,Mon Mar 26 22:00:01 +0000 2018,0.0,0.642,0.358,@FoxNews,32
333,-0.8442,Mon Mar 26 21:55:00 +0000 2018,0.406,0.531,0.063,@FoxNews,33
334,0.0,Mon Mar 26 21:53:20 +0000 2018,0.0,1.0,0.0,@FoxNews,34
335,0.4323,Mon Mar 26 21:52:45 +0000 2018,0.113,0.651,0.237,@FoxNews,35
336,-0.3818,Mon Mar 26 21:44:29 +0000 2018,0.14,0.86,0.0,@FoxNews,36
337,-0.6808,Mon Mar 26 21:31:45 +0000 2018,0.237,0.763,0.0,@FoxNews,37
338,-0.4939,Mon Mar 26 21:26:51 +0000 2018,0.198,0.802,0.0,@FoxNews,38
339,0.0,Mon Mar 26 21:18:00 +0000 2018,0.0,1.0,0.0,@FoxNews,39
340,0.2023,Mon Mar 26 23:47:52 +0000 2018,0.0,0.904,0.096,@FoxNews,40
341,-0.4019,Mon Mar 26 23:41:55 +0000 2018,0.119,0.881,0.0,@FoxNews,41
342,-0.5267,Mon Mar 26 23:24:30 +0000 2018,0.206,0.794,0.0,@FoxNews,42
343,-0.3182,Mon Mar 26 23:17:19 +0000 2018,0.179,0.699,0.122,@FoxNews,43
344,-0.6486,Mon Mar 26 23:09:14 +0000 2018,0.281,0.719,0.0,@FoxNews,44
345,-0.3612,Mon Mar 26 22:56:05 +0000 2018,0.161,0.839,0.0,@FoxNews,45
346,0.3818,Mon Mar 26 22:50:01 +0000 2018,0.0,0.843,0.157,@FoxNews,46
347,0.4939,Mon Mar 26 22:42:00 +0000 2018,0.0,0.849,0.151,@FoxNews,47
348,-0.4767,Mon Mar 26 22:34:00 +0000 2018,0.237,0.763,0.0,@FoxNews,48
349,0.0,Mon Mar 26 22:26:04 +0000 2018,0.0,1.0,0.0,@FoxNews,49
350,-0.4019,Mon Mar 26 22:11:00 +0000 2018,0.195,0.703,0.103,@FoxNews,50
351,-0.5267,Mon Mar 26 22:02:00 +0000 2018,0.195,0.805,0.0,@FoxNews,51
352,0.771,Mon Mar 26 22:00:01 +0000 2018,0.0,0.642,0.358,@FoxNews,52
353,-0.8442,Mon Mar 26 21:55:00 +0000 2018,0.406,0.531,0.063,@FoxNews,53
354,0.0,Mon Mar 26 21:53:20 +0000 2018,0.0,1.0,0.0,@FoxNews,54
355,0.4323,Mon Mar 26 21:52:45 +0000 2018,0.113,0.651,0.237,@FoxNews,55
356,-0.3818,Mon Mar 26 21:44:29 +0000 2018,0.14,0.86,0.0,@FoxNews,56
357,-0.6808,Mon Mar 26 21:31:45 +0000 2018,0.237,0.763,0.0,@FoxNews,57
358,-0.4939,Mon Mar 26 21:26:51 +0000 2018,0.198,0.802,0.0,@FoxNews,58
359,0.0,Mon Mar 26 21:18:00 +0000 2018,0.0,1.0,0.0,@FoxNews,59
360,0.2023,Mon Mar 26 23:47:52 +0000 2018,0.0,0.904,0.096,@FoxNews,60
361,-0.4019,Mon Mar 26 23:41:55 +0000 2018,0.119,0.881,0.0,@FoxNews,61
362,-0.5267,Mon Mar 26 23:24:30 +0000 2018,0.206,0.794,0.0,@FoxNews,62
363,-0.3182,Mon Mar 26 23:17:19 +0000 2018,0.179,0.699,0.122,@FoxNews,63
364,-0.6486,Mon Mar 26 23:09:14 +0000 2018,0.281,0.719,0.0,@FoxNews,64
365,-0.3612,Mon Mar 26 22:56:05 +0000 2018,0.161,0.839,0.0,@FoxNews,65
366,0.3818,Mon Mar 26 22:50:01 +0000 2018,0.0,0.843,0.157,@FoxNews,66
367,0.4939,Mon Mar 26 22:42:00 +0000 2018,0.0,0.849,0.151,@FoxNews,67
368,-0.4767,Mon Mar 26 22:34:00 +0000 2018,0.237,0.763,0.0,@FoxNews,68
369,0.0,Mon Mar 26 22:26:04 +0000 2018,0.0,1.0,0.0,@FoxNews,69
370,-0.4019,Mon Mar 26 22:11:00 +0000 2018,0.195,0.703,0.103,@FoxNews,70
371,-0.5267,Mon Mar 26 22:02:00 +0000 2018,0.195,0.805,0.0,@FoxNews,71
372,0.771,Mon Mar 26 22:00:01 +0000 2018,0.0,0.642,0.358,@FoxNews,72
373,-0.8442,Mon Mar 26 21:55:00 +0000 2018,0.406,0.531,0.063,@FoxNews,73
374,0.0,Mon Mar 26 21:53:20 +0000 2018,0.0,1.0,0.0,@FoxNews,74
375,0.4323,Mon Mar 26 21:52:45 +0000 2018,0.113,0.651,0.237,@FoxNews,75
376,-0.3818,Mon Mar 26 21:44:29 +0000 2018,0.14,0.86,0.0,@FoxNews,76
377,-0.6808,Mon Mar 26 21:31:45 +0000 2018,0.237,0.763,0.0,@FoxNews,77
378,-0.4939,Mon Mar 26 21:26:51 +0000 2018,0.198,0.802,0.0,@FoxNews,78
379,0.0,Mon Mar 26 21:18:00 +0000 2018,0.0,1.0,0.0,@FoxNews,79
380,0.2023,Mon Mar 26 23:47:52 +0000 2018,0.0,0.904,0.096,@FoxNews,80
381,-0.4019,Mon Mar 26 23:41:55 +0000 2018,0.119,0.881,0.0,@FoxNews,81
382,-0.5267,Mon Mar 26 23:24:30 +0000 2018,0.206,0.794,0.0,@FoxNews,82
383,-0.3182,Mon Mar 26 23:17:19 +0000 2018,0.179,0.699,0.122,@FoxNews,83
384,-0.6486,Mon Mar 26 23:09:14 +0000 2018,0.281,0.719,0.0,@FoxNews,84
385,-0.3612,Mon Mar 26 22:56:05 +0000 2018,0.161,0.839,0.0,@FoxNews,85
386,0.3818,Mon Mar 26 22:50:01 +0000 2018,0.0,0.843,0.157,@FoxNews,86
387,0.4939,Mon Mar 26 22:42:00 +0000 2018,0.0,0.849,0.151,@FoxNews,87
388,-0.4767,Mon Mar 26 22:34:00 +0000 2018,0.237,0.763,0.0,@FoxNews,88
389,0.0,Mon Mar 26 22:26:04 +0000 2018,0.0,1.0,0.0,@FoxNews,89
390,-0.4019,Mon Mar 26 22:11:00 +0000 2018,0.195,0.703,0.103,@FoxNews,90
391,-0.5267,Mon Mar 26 22:02:00 +0000 2018,0.195,0.805,0.0,@FoxNews,91
392,0.771,Mon Mar 26 22:00:01 +0000 2018,0.0,0.642,0.358,@FoxNews,92
393,-0.8442,Mon Mar 26 21:55:00 +0000 2018,0.406,0.531,0.063,@FoxNews,93
394,0.0,Mon Mar 26 21:53:20 +0000 2018,0.0,1.0,0.0,@FoxNews,94
395,0.4323,Mon Mar 26 21:52:45 +0000 2018,0.113,0.651,0.237,@FoxNews,95
396,-0.3818,Mon Mar 26 21:44:29 +0000 2018,0.14,0.86,0.0,@FoxNews,96
397,-0.6808,Mon Mar 26 21:31:45 +0000 2018,0.237,0.763,0.0,@FoxNews,97
398,-0.4939,Mon Mar 26 21:26:51 +0000 2018,0.198,0.802,0.0,@FoxNews,98
399,0.0,Mon Mar 26 21:18:00 +0000 2018,0.0,1.0,0.0,@FoxNews,99
400,0.5106,Mon Mar 26 23:47:06 +0000 2018,0.0,0.645,0.355,@nytimes,0
401,-0.8957,Mon Mar 26 23:32:04 +0000 2018,0.435,0.565,0.0,@nytimes,1
402,-0.5574,Mon Mar 26 23:17:04 +0000 2018,0.167,0.833,0.0,@nytimes,2
403,0.0,Mon Mar 26 23:02:04 +0000 2018,0.0,1.0,0.0,@nytimes,3
404,0.0,Mon Mar 26 22:45:06 +0000 2018,0.0,1.0,0.0,@nytimes,4
405,-0.1531,Mon Mar 26 22:32:03 +0000 2018,0.179,0.708,0.113,@nytimes,5
406,0.4939,Mon Mar 26 22:17:03 +0000 2018,0.0,0.814,0.186,@nytimes,6
407,0.6124,Mon Mar 26 21:47:02 +0000 2018,0.086,0.639,0.274,@nytimes,7
408,0.5859,Mon Mar 26 21:32:07 +0000 2018,0.0,0.789,0.211,@nytimes,8
409,-0.3818,Mon Mar 26 21:17:06 +0000 2018,0.126,0.874,0.0,@nytimes,9
410,0.0,Mon Mar 26 21:00:13 +0000 2018,0.0,1.0,0.0,@nytimes,10
411,-0.34,Mon Mar 26 20:50:05 +0000 2018,0.098,0.902,0.0,@nytimes,11
412,-0.8225,Mon Mar 26 20:41:03 +0000 2018,0.364,0.636,0.0,@nytimes,12
413,0.0,Mon Mar 26 20:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,13
414,0.0,Mon Mar 26 20:20:05 +0000 2018,0.0,1.0,0.0,@nytimes,14
415,0.5267,Mon Mar 26 20:10:03 +0000 2018,0.0,0.793,0.207,@nytimes,15
416,0.0,Mon Mar 26 19:50:01 +0000 2018,0.0,1.0,0.0,@nytimes,16
417,0.5423,Mon Mar 26 19:40:04 +0000 2018,0.06,0.653,0.286,@nytimes,17
418,0.0,Mon Mar 26 19:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,18
419,-0.5267,Mon Mar 26 19:20:01 +0000 2018,0.145,0.855,0.0,@nytimes,19
420,0.5106,Mon Mar 26 23:47:06 +0000 2018,0.0,0.645,0.355,@nytimes,20
421,-0.8957,Mon Mar 26 23:32:04 +0000 2018,0.435,0.565,0.0,@nytimes,21
422,-0.5574,Mon Mar 26 23:17:04 +0000 2018,0.167,0.833,0.0,@nytimes,22
423,0.0,Mon Mar 26 23:02:04 +0000 2018,0.0,1.0,0.0,@nytimes,23
424,0.0,Mon Mar 26 22:45:06 +0000 2018,0.0,1.0,0.0,@nytimes,24
425,-0.1531,Mon Mar 26 22:32:03 +0000 2018,0.179,0.708,0.113,@nytimes,25
426,0.4939,Mon Mar 26 22:17:03 +0000 2018,0.0,0.814,0.186,@nytimes,26
427,0.6124,Mon Mar 26 21:47:02 +0000 2018,0.086,0.639,0.274,@nytimes,27
428,0.5859,Mon Mar 26 21:32:07 +0000 2018,0.0,0.789,0.211,@nytimes,28
429,-0.3818,Mon Mar 26 21:17:06 +0000 2018,0.126,0.874,0.0,@nytimes,29
430,0.0,Mon Mar 26 21:00:13 +0000 2018,0.0,1.0,0.0,@nytimes,30
431,-0.34,Mon Mar 26 20:50:05 +0000 2018,0.098,0.902,0.0,@nytimes,31
432,-0.8225,Mon Mar 26 20:41:03 +0000 2018,0.364,0.636,0.0,@nytimes,32
433,0.0,Mon Mar 26 20:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,33
434,0.0,Mon Mar 26 20:20:05 +0000 2018,0.0,1.0,0.0,@nytimes,34
435,0.5267,Mon Mar 26 20:10:03 +0000 2018,0.0,0.793,0.207,@nytimes,35
436,0.0,Mon Mar 26 19:50:01 +0000 2018,0.0,1.0,0.0,@nytimes,36
437,0.5423,Mon Mar 26 19:40:04 +0000 2018,0.06,0.653,0.286,@nytimes,37
438,0.0,Mon Mar 26 19:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,38
439,-0.5267,Mon Mar 26 19:20:01 +0000 2018,0.145,0.855,0.0,@nytimes,39
440,0.5106,Mon Mar 26 23:47:06 +0000 2018,0.0,0.645,0.355,@nytimes,40
441,-0.8957,Mon Mar 26 23:32:04 +0000 2018,0.435,0.565,0.0,@nytimes,41
442,-0.5574,Mon Mar 26 23:17:04 +0000 2018,0.167,0.833,0.0,@nytimes,42
443,0.0,Mon Mar 26 23:02:04 +0000 2018,0.0,1.0,0.0,@nytimes,43
444,0.0,Mon Mar 26 22:45:06 +0000 2018,0.0,1.0,0.0,@nytimes,44
445,-0.1531,Mon Mar 26 22:32:03 +0000 2018,0.179,0.708,0.113,@nytimes,45
446,0.4939,Mon Mar 26 22:17:03 +0000 2018,0.0,0.814,0.186,@nytimes,46
447,0.6124,Mon Mar 26 21:47:02 +0000 2018,0.086,0.639,0.274,@nytimes,47
448,0.5859,Mon Mar 26 21:32:07 +0000 2018,0.0,0.789,0.211,@nytimes,48
449,-0.3818,Mon Mar 26 21:17:06 +0000 2018,0.126,0.874,0.0,@nytimes,49
450,0.0,Mon Mar 26 21:00:13 +0000 2018,0.0,1.0,0.0,@nytimes,50
451,-0.34,Mon Mar 26 20:50:05 +0000 2018,0.098,0.902,0.0,@nytimes,51
452,-0.8225,Mon Mar 26 20:41:03 +0000 2018,0.364,0.636,0.0,@nytimes,52
453,0.0,Mon Mar 26 20:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,53
454,0.0,Mon Mar 26 20:20:05 +0000 2018,0.0,1.0,0.0,@nytimes,54
455,0.5267,Mon Mar 26 20:10:03 +0000 2018,0.0,0.793,0.207,@nytimes,55
456,0.0,Mon Mar 26 19:50:01 +0000 2018,0.0,1.0,0.0,@nytimes,56
457,0.5423,Mon Mar 26 19:40:04 +0000 2018,0.06,0.653,0.286,@nytimes,57
458,0.0,Mon Mar 26 19:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,58
459,-0.5267,Mon Mar 26 19:20:01 +0000 2018,0.145,0.855,0.0,@nytimes,59
460,0.5106,Mon Mar 26 23:47:06 +0000 2018,0.0,0.645,0.355,@nytimes,60
461,-0.8957,Mon Mar 26 23:32:04 +0000 2018,0.435,0.565,0.0,@nytimes,61
462,-0.5574,Mon Mar 26 23:17:04 +0000 2018,0.167,0.833,0.0,@nytimes,62
463,0.0,Mon Mar 26 23:02:04 +0000 2018,0.0,1.0,0.0,@nytimes,63
464,0.0,Mon Mar 26 22:45:06 +0000 2018,0.0,1.0,0.0,@nytimes,64
465,-0.1531,Mon Mar 26 22:32:03 +0000 2018,0.179,0.708,0.113,@nytimes,65
466,0.4939,Mon Mar 26 22:17:03 +0000 2018,0.0,0.814,0.186,@nytimes,66
467,0.6124,Mon Mar 26 21:47:02 +0000 2018,0.086,0.639,0.274,@nytimes,67
468,0.5859,Mon Mar 26 21:32:07 +0000 2018,0.0,0.789,0.211,@nytimes,68
469,-0.3818,Mon Mar 26 21:17:06 +0000 2018,0.126,0.874,0.0,@nytimes,69
470,0.0,Mon Mar 26 21:00:13 +0000 2018,0.0,1.0,0.0,@nytimes,70
471,-0.34,Mon Mar 26 20:50:05 +0000 2018,0.098,0.902,0.0,@nytimes,71
472,-0.8225,Mon Mar 26 20:41:03 +0000 2018,0.364,0.636,0.0,@nytimes,72
473,0.0,Mon Mar 26 20:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,73
474,0.0,Mon Mar 26 20:20:05 +0000 2018,0.0,1.0,0.0,@nytimes,74
475,0.5267,Mon Mar 26 20:10:03 +0000 2018,0.0,0.793,0.207,@nytimes,75
476,0.0,Mon Mar 26 19:50:01 +0000 2018,0.0,1.0,0.0,@nytimes,76
477,0.5423,Mon Mar 26 19:40:04 +0000 2018,0.06,0.653,0.286,@nytimes,77
478,0.0,Mon Mar 26 19:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,78
479,-0.5267,Mon Mar 26 19:20:01 +0000 2018,0.145,0.855,0.0,@nytimes,79
480,0.5106,Mon Mar 26 23:47:06 +0000 2018,0.0,0.645,0.355,@nytimes,80
481,-0.8957,Mon Mar 26 23:32:04 +0000 2018,0.435,0.565,0.0,@nytimes,81
482,-0.5574,Mon Mar 26 23:17:04 +0000 2018,0.167,0.833,0.0,@nytimes,82
483,0.0,Mon Mar 26 23:02:04 +0000 2018,0.0,1.0,0.0,@nytimes,83
484,0.0,Mon Mar 26 22:45:06 +0000 2018,0.0,1.0,0.0,@nytimes,84
485,-0.1531,Mon Mar 26 22:32:03 +0000 2018,0.179,0.708,0.113,@nytimes,85
486,0.4939,Mon Mar 26 22:17:03 +0000 2018,0.0,0.814,0.186,@nytimes,86
487,0.6124,Mon Mar 26 21:47:02 +0000 2018,0.086,0.639,0.274,@nytimes,87
488,0.5859,Mon Mar 26 21:32:07 +0000 2018,0.0,0.789,0.211,@nytimes,88
489,-0.3818,Mon Mar 26 21:17:06 +0000 2018,0.126,0.874,0.0,@nytimes,89
490,0.0,Mon Mar 26 21:00:13 +0000 2018,0.0,1.0,0.0,@nytimes,90
491,-0.34,Mon Mar 26 20:50:05 +0000 2018,0.098,0.902,0.0,@nytimes,91
492,-0.8225,Mon Mar 26 20:41:03 +0000 2018,0.364,0.636,0.0,@nytimes,92
493,0.0,Mon Mar 26 20:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,93
494,0.0,Mon Mar 26 20:20:05 +0000 2018,0.0,1.0,0.0,@nytimes,94
495,0.5267,Mon Mar 26 20:10:03 +0000 2018,0.0,0.793,0.207,@nytimes,95
496,0.0,Mon Mar 26 19:50:01 +0000 2018,0.0,1.0,0.0,@nytimes,96
497,0.5423,Mon Mar 26 19:40:04 +0000 2018,0.06,0.653,0.286,@nytimes,97
498,0.0,Mon Mar 26 19:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,98
499,-0.5267,Mon Mar 26 19:20:01 +0000 2018,0.145,0.855,0.0,@nytimes,99
